Index   R       G       B        mm/h
216	255	160	35      189.05
217	255	157	38      190.05
218	255	154	41      191.05
219	255	151	44      192.05
220	255	148	47      193.05
221	255	147	48      194.05
222	255	145	50      195.05
223	254	140	49      196.05
224	253	136	48      197.05
225	252	132	47      198.05
226	252	127	47      199.05
227	251	123	46      200.05
228	250	119	45      201.05
229	250	114	44      202.05
230	249	110	44      203.05
231	248	106	43      204.05
232	248	101	42      205.05
233	247	97	41      206.05
234	246	93	41      207.05
235	246	88	40      208.05
236	245	84	39      209.05
237	244	80	38      210.05
238	244	78	38      220.05
239	244	76	38      230.05
240	244	73	39      240.05
241	245	70	40      250.05
242	246	67	41      260.05
243	246	65	42      270.05
244	247	62	43      280.05
245	248	59	44      290.05
246	248	57	45      300.05
247	249	54	47      310.05
248	250	51	48      320.05
249	250	49	49      330.05
250	251	46	50      340.05
251	255	0	0       9999.9  
252	0	255	0       9999.9  
253	0   0	255     9999.9  
254	255 255 255     9999.9  
255	0	0	55      9999.9  
